Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Volume,Density
F,1.7875,1.325,0.4375,48.00987825,21.61649375,9.11436425,10.489315,11.0,0.6032532846439073,79.58494296195937
M,1.6625,1.25,0.4625,36.570855,16.4710595,7.64019025,10.489315,11.0,0.5675728915176873,64.43375916388413
F,1.525,1.2125,0.4,30.6458095,12.5588285,6.53455975,9.355335,11.0,0.4618632074629119,66.35256717750329
M,1.4625,1.125,0.375,29.18581025,13.13999325,7.24329725,8.20718025,11.0,0.3727573314562108,78.2970790567229
M,1.425,1.125,0.4,27.78251,12.26115875,5.4714535,8.221355,11.0,0.3976078202199582,69.87415384493848
M,1.6375,1.2875,0.4125,38.65454325,16.5277585,9.2702865,9.4970825,11.0,0.5370420718963994,71.97675056165215
M,1.525,1.225,0.3875,34.06192425,15.06775925,5.726599,8.788345,11.0,0.4567028960924647,74.58223834670794
F,1.575,1.2375,0.4125,35.81959325,15.6772735,8.60407325,9.922325,11.0,0.4961400081682166,72.19654262966704
M,1.6375,1.2875,0.4125,39.405805,18.9091165,8.334753,10.0640725,11.0,0.5370420718963994,73.37563863637439
F,1.525,1.175,0.425,30.71668325,13.25339125,6.3219385,8.77417025,11.0,0.4608446442197559,66.65301123767125
F,1.5875,1.2625,0.4625,36.55668025,17.4916415,8.83086925,9.7805775,11.0,0.5789811066371927,63.13967732440626
M,1.175,0.9375,0.3,14.628342,4.6776675,3.231843,5.386405,11.0,0.20708740636456155,70.63849152781373
M,1.5625,1.275,0.4125,39.7743485,19.37688325,8.57572375,9.07184,11.0,0.5266646918663529,75.52119804927646
F,1.525,1.175,0.4125,34.529691,15.46465225,7.3992195,9.4970825,11.0,0.44729038997799836,77.19748014639543
F,1.625,1.2625,0.45,39.7743485,19.37688325,9.99319875,8.6465975,11.0,0.5633329686199713,70.60539807822269
M,1.4625,1.1375,0.45,24.79163775,9.76640275,4.60679375,8.0796075,11.0,0.45730421656131576,54.212571964500825
M,1.4,1.125,0.3875,24.153774,8.51902475,5.17378375,9.63883,11.0,0.3851825758380845,62.70733806545104
F,1.35,1.05,0.4125,23.20406575,7.86698625,5.159609,6.6621325,11.0,0.3571843584975958,64.96383505594126
M,1.1,0.875,0.2875,13.04077,5.6699,3.2034935,3.6570855,11.0,0.17287963479471175,75.43265587925055
F,1.425,1.075,0.3625,25.52872475,9.3269855,5.556502,8.221355,11.0,0.3290143353088638,77.59152720818314
F,1.675,1.3125,0.5,43.02036625,19.0225145,10.7444605,11.7650425,11.0,0.6764855274575677,63.593919609312614
F,1.7375,1.375,0.5,52.34735175,20.751834,10.95708175,16.0174675,11.0,0.7424467013366504,70.50654498936746
M,1.525,1.15,0.3625,26.26581175,11.0846545,5.74077375,7.7961125,11.0,0.37652478827125785,69.75851940743263
F,1.5,1.1875,0.3625,32.2333815,15.52135125,7.78193775,8.50485,11.0,0.4014811217093694,80.28616977745125
M,1.6,1.25,0.45,32.58775025,14.50076925,8.5331995,8.6465975,11.0,0.5522330836388308,59.010861926760086
F,1.625,1.25,0.4375,34.5013415,12.870673,7.824462,10.489315,11.0,0.5368932757599745,64.26107954353353
M,1.6,1.3125,0.425,43.7432785,18.540573,8.34892775,12.190285,11.0,0.5750126983389325,76.07358694227686
M,1.7375,1.325,0.5125,42.070658,20.25571775,11.226402,11.623295,11.0,0.7066681334400056,59.53382643024146
F,1.7,1.3125,0.4375,42.354153,20.34076625,9.7805775,10.489315,11.0,0.5919248365253718,71.55326214831766
M,1.6125,1.225,0.4,34.8415355,14.33067225,7.881161,9.355335,11.0,0.47143524757931843,73.905240812818
M,1.6375,1.3375,0.4375,46.6916265,16.48523425,9.695529,14.17475,11.0,0.6146891114175945,75.9597423034221
F,1.6375,1.25,0.4125,38.90968875,17.81766075,8.29222875,10.3475675,11.0,0.5062136600022615,76.8641619624136
M,1.675,1.3,0.475,42.2124055,18.6256215,11.29727575,10.3475675,11.0,0.6304783756673016,66.95297908563822
F,1.6625,1.3375,0.475,40.9083285,17.78931125,9.979024,11.056305,11.0,0.6673767495391026,61.2972036083842
F,1.45,1.1375,0.425,29.97959625,11.75086775,5.99591925,9.7805775,11.0,0.4318984267523538,69.41353427802598
I,1.15,0.875,0.2625,11.94931425,4.9611625,2.36718325,3.2034935,11.0,0.15784662307343247,75.70205822167644
M,1.5625,1.1625,0.3875,30.333965,14.13222575,6.95980225,7.93786,11.0,0.41128939486711025,73.7533361632168
M,1.6625,1.25,0.475,46.45065575,23.96950225,10.9712565,11.63746975,11.0,0.5829126993965437,79.68715692433484
M,1.55,1.2625,0.4,33.40988575,14.514944,8.60407325,9.63883,11.0,0.5007404165510856,66.72096888067257
I,1.2375,0.9625,0.3375,17.95940825,8.03708325,3.52951275,6.23689,11.0,0.24556424646709715,73.13527318565228
F,1.5125,1.2125,0.4375,35.76289425,17.463292,7.3992195,8.9300925,11.0,0.5051628831625599,70.79477816364353
M,1.6875,1.3125,0.375,39.27823225,19.29183475,9.25611175,8.0229085,11.0,0.5073641455931758,77.41625534866787
M,1.3125,1.0125,0.375,21.885814,8.83086925,4.63514325,7.2291225,11.0,0.30193343847953075,72.48555877153608
M,1.5625,1.225,0.4125,34.5013415,15.52135125,8.50485,8.9300925,11.0,0.48616759906617213,70.96594171695106
M,1.5,1.1875,0.4,33.6508565,13.67863375,8.3631025,9.2135875,11.0,0.4430136515413732,75.95896059392052
M,1.4375,1.125,0.375,24.73493875,12.303683,4.86193925,6.520385,11.0,0.3727573314562108,66.35667943369668
M,1.45,1.15,0.4,28.236102,14.72756525,6.406987,7.654365,11.0,0.41547562843725006,67.96091050203331
F,1.05,0.8125,0.2625,9.36950975,3.98310475,2.891649,3.1467945,11.0,0.1361024454051535,68.84159738723713
F,1.3125,1.0,0.375,18.10115575,7.47009325,4.43669675,6.3219385,11.0,0.2945243112740431,61.4589528168274
M,1.375,1.1125,0.4125,30.71668325,11.75086775,7.2858215,10.489315,11.0,0.4009718400877914,76.60558717358977
F,1.65,1.25,0.4875,39.27823225,16.42853525,8.2497045,11.623295,11.0,0.5982525072754,65.65493963223564
F,1.625,1.2,0.4125,35.777069,17.70426275,9.015141,8.66077225,11.0,0.4665265090580843,76.68818021131061
F,1.5875,1.225,0.3875,37.32211675,15.5638755,8.29222875,9.7805775,11.0,0.4567028960924647,81.72077967826968
M,1.675,1.3125,0.4375,44.26774425,20.19901875,8.68912175,10.8011595,11.0,0.5919248365253718,74.7860902574284
F,1.55,1.2125,0.3875,31.694741,13.6928085,9.9506745,9.7805775,11.0,0.4474299822296959,70.8373203826313
I,1.225,0.925,0.3125,16.51358375,6.350288,3.58621175,5.386405,11.0,0.21000196986154432,78.63537547237063
M,1.825,1.4125,0.5,59.53395,28.2644515,13.67863375,13.891255,11.0,0.7834960272204702,75.98500557967421
F,1.4875,1.1625,0.3375,29.86619825,13.4660125,6.19436575,7.5126175,11.0,0.3582197955294186,83.3739470088756
M,1.5625,1.2,0.4,28.8881405,10.21999475,6.520385,8.0796075,11.0,0.45238934211693027,63.85681051816911
M,1.475,1.1625,0.4125,26.52095725,10.77281,6.36446275,8.6465975,11.0,0.437824194535956,60.57444421980655
M,1.575,1.2125,0.3875,34.62891425,16.68368075,7.24329725,8.3631025,11.0,0.4474299822296959,77.39515818191784
F,1.6125,1.3,0.4375,41.63124075,16.045817,7.824462,11.453198,11.0,0.5807037670619883,71.69101202947078
M,1.6375,1.25,0.4625,45.5576465,19.0225145,9.8372765,9.922325,11.0,0.5675728915176873,80.26748137702465
I,1.375,1.125,0.3875,24.84833675,8.97261675,5.06038575,7.7961125,11.0,0.3851825758380845,64.51054203564301
F,1.55,1.2125,0.4125,34.699788,16.40018575,7.89533575,10.77281,11.0,0.47629643269612787,72.8533442998472
F,1.3,1.025,0.3875,20.3265915,7.01650125,4.60679375,5.6699,11.0,0.31974909135003454,63.57044335662599
F,1.45,1.15,0.3875,27.91008275,12.82814875,6.4920355,8.6465975,11.0,0.402492015048586,69.34319615416692
F,1.3625,1.0,0.3375,21.95668775,9.241937,4.49339575,5.10291,11.0,0.2650718801466388,82.83295737689518
M,1.2625,0.9625,0.3125,17.33571925,7.824462,3.061746,4.876114,11.0,0.22737430228434918,76.2430893721681
M,0.875,0.6875,0.2375,5.386405,2.26796,1.63009625,1.871067,11.0,0.08816554578372722,61.094217158401264
F,1.525,1.2375,0.475,40.44056175,19.220961,7.66853975,10.44679075,11.0,0.5713127366785524,70.78533201466813
F,1.55,1.25,0.4125,35.22425375,16.99552525,8.2497045,9.4970825,11.0,0.5062136600022615,69.58376775103746
I,1.5625,1.2125,0.4125,36.117263,17.08057375,8.68912175,9.4970825,11.0,0.47629643269612787,75.82937960621351
F,1.5,1.1625,0.375,29.01571325,12.94154675,7.41339425,8.788345,11.0,0.3980219950326873,72.8997734098014
F,1.625,1.2625,0.425,48.5059945,19.29183475,10.2341695,12.3320325,11.0,0.5320366925855284,91.17039327546443
M,1.45,1.175,0.4375,32.31843,11.8784405,7.78193775,10.77281,11.0,0.47439889846151345,68.12501062883875
I,1.6875,1.3125,0.4625,47.18774275,20.68096025,9.412034,12.82814875,11.0,0.6257491128982502,75.41000343003755
F,1.5625,1.175,0.425,31.22697425,15.37960375,6.42116175,9.922325,11.0,0.4608446442197559,67.76030630207188
F,1.5625,1.225,0.4125,34.5013415,15.09610875,7.6827145,9.39785925,11.0,0.48616759906617213,70.96594171695106
F,1.8125,1.4375,0.4375,47.7689075,18.2287285,9.979024,13.04077,11.0,0.7100413571925661,67.2762325970329
F,1.6125,1.2625,0.4125,36.003875,17.0097,8.561549,10.95708175,11.0,0.516388554568307,69.72244965827853
M,1.575,1.2375,0.3875,36.230661,16.4710595,8.674947,8.164656,11.0,0.4660709167640823,77.73636950262525
F,1.525,1.175,0.375,30.43318825,13.59358525,6.860579,7.5126175,11.0,0.40662762725272583,74.8428936214048
M,1.55,1.1875,0.425,29.199985,12.47378,7.49844275,8.0796075,11.0,0.47070200476270896,62.03497054303039
F,1.525,1.2125,0.3875,33.3673615,13.79203175,7.087375,9.7805775,11.0,0.4474299822296959,74.57560473198305
F,1.6375,1.2375,0.425,38.9805625,16.55348325,8.88756825,10.20582,11.0,0.5111745538702838,76.25685238997978
M,1.8,1.45,0.45,53.99162275,25.004259,12.47378,14.17475,11.0,0.7430848373444108,72.65875985701958
F,1.1125,0.85,0.2625,10.95708175,3.40194,2.097863,3.118445,11.0,0.1489556704268473,73.55934633841997
M,1.725,1.3625,0.4625,49.32813,25.61377325,10.8578585,10.6310625,11.0,0.6743333524121642,73.15095690217291
M,1.5875,1.2375,0.3625,30.1922175,13.5794105,7.144074,8.0796075,11.0,0.4360018253599479,69.247915361534
M,1.4625,1.1625,0.4375,28.02348075,11.15552825,6.36446275,9.07184,11.0,0.46435899420480187,60.348741167357396
F,1.6375,1.3125,0.5,42.2124055,17.0380495,8.68912175,12.8990225,11.0,0.6764855274575677,62.399569224557816
I,1.375,1.05,0.3375,19.901349,8.85921875,3.6570855,6.23689,11.0,0.2922417478616693,68.09892544654562
F,1.5125,1.125,0.375,30.1922175,14.13222575,6.08096775,8.2497045,11.0,0.3727573314562108,80.99697833454094
M,1.5625,1.2375,0.4,32.33260475,14.33067225,7.86698625,8.3064035,11.0,0.4811054624661495,67.20481738923286
M,1.5625,1.2,0.4125,28.98736375,13.13999325,5.8683465,8.50485,11.0,0.4665265090580843,62.13444078135111
F,1.1625,0.875,0.2625,12.43125575,5.10291,3.6003865,3.685435,11.0,0.15784662307343247,78.7552847691699
F,1.7375,1.375,0.5125,54.941331,22.12678475,11.5382465,16.3009625,11.0,0.7610078688700666,72.19548344694003
M,1.5625,1.2125,0.3875,31.99241075,14.685041,7.314171,8.50485,11.0,0.4474299822296959,71.50260827531255
F,1.6,1.25,0.4375,36.117263,14.92601175,8.60407325,12.85649825,11.0,0.5368932757599745,67.27084251311562
F,1.4125,1.1375,0.4,26.875326,11.35397475,5.59902625,7.767763,11.0,0.4064926369433918,66.11516066339637
F,1.425,1.1375,0.4,27.20134525,11.43902325,5.71242425,8.9300925,11.0,0.4064926369433918,66.91719056595866
F,1.6125,1.275,0.4375,39.70347475,19.0225145,10.886208,9.4970825,11.0,0.5585837641006773,71.07881986853448
F,1.575,1.2625,0.4375,36.117263,16.612807,7.881161,9.07184,11.0,0.5476848306027499,65.9453411558824
F,1.4875,1.1875,0.3875,29.3417325,13.891255,5.51397775,7.7961125,11.0,0.42916947493070523,68.3686380648055
I,1.0375,0.75,0.2625,8.71747125,3.2601925,1.6726205,2.4097075,11.0,0.11596894756415448,75.17073693522535
M,1.3875,1.125,0.375,28.42037375,16.57028275,5.59902625,6.93145275,11.0,0.3727573314562108,76.24363453556552
F,1.625,1.2125,0.4125,37.06697125,16.0174675,8.54737425,9.7805775,11.0,0.47629643269612787,77.82332326147893
M,1.65,1.3125,0.4375,44.22522,21.8007655,10.77281,11.3398,11.0,0.5919248365253718,74.71424963278149
F,1.2625,0.9375,0.3,15.83319575,7.087375,3.2601925,4.819415,11.0,0.20708740636456155,76.45658433775962
M,1.65,1.3625,0.5,40.78075575,20.05727125,7.27164675,13.04077,11.0,0.7290090296347721,55.939987149995716
M,1.4625,1.15,0.425,31.14192575,14.04717725,6.08096775,8.06543275,11.0,0.44144285521457816,70.54576913440454
I,0.8375,0.6,0.2375,4.932813,1.77184375,1.2190285,1.417475,11.0,0.06715154297048183,73.45792489337653
M,1.4125,1.1625,0.375,31.2694985,12.643877,7.01650125,8.0796075,11.0,0.3980219950326873,78.56223748999604
M,1.55,1.2125,0.4,34.8415355,17.4349425,7.37087,8.788345,11.0,0.4618632074629119,75.43691495018645
F,1.575,1.2,0.4125,34.6147395,14.118051,7.69688925,9.63883,11.0,0.4665265090580843,74.19672586213174
M,1.45,1.125,0.3625,26.308336,11.58077075,5.1879585,7.83863675,11.0,0.36033208707433706,73.01136075226226
F,1.4125,1.1125,0.3625,24.73493875,12.3320325,5.23048275,7.49844275,11.0,0.3523691928044228,70.19608766913048
M,1.4,1.1,0.4,26.29416125,10.6877615,5.216308,8.221355,11.0,0.3801327110843651,69.17100392384906
F,1.3375,1.0125,0.3875,23.26076475,10.98543125,4.63514325,5.783298,11.0,0.31199788642884846,74.5542382233562
M,1.6,1.2875,0.4625,41.23434775,17.8318355,10.149121,10.6310625,11.0,0.6021380806111145,68.47988705207109
M,1.425,1.1625,0.375,26.7902775,9.62465525,6.406987,7.2291225,11.0,0.3980219950326873,67.30853529287964
M,1.55,1.225,0.4,33.112216,15.5638755,6.87475375,8.788345,11.0,0.47143524757931843,70.23703927532254
M,1.45,1.15,0.3875,27.65493725,13.267566,5.85417175,7.5126175,9.0,0.402492015048586,68.70928171497188
F,1.525,1.175,0.4,33.40988575,14.69921575,6.917278,9.07184,9.0,0.43373613573624087,77.02813530463341
I,0.975,0.7125,0.225,7.824462,3.27436725,1.6726205,2.1262125,9.0,0.08971026443712808,87.21925020613044
M,1.5625,1.15,0.3625,34.60056475,20.0430965,5.34388075,7.37087,9.0,0.37652478827125785,91.89452016920832
I,0.9875,0.75,0.2875,9.63883,4.0539785,2.5798045,2.551455,9.0,0.12701360923693109,75.88816708625085
M,1.4625,1.125,0.375,26.09571475,10.8011595,5.17378375,7.1157245,9.0,0.3727573314562108,70.00724747130978
I,1.3125,1.0,0.3125,17.349894,7.10154975,4.60679375,4.32329875,9.0,0.2454369260617026,70.68982764084265
F,1.375,1.0625,0.35,23.85610425,12.3887315,5.556502,6.39281225,9.0,0.3103243133892652,76.87475077105975
M,1.3125,1.0,0.3125,20.97863,9.68135425,4.139027,5.953395,9.0,0.2454369260617026,85.47462819317576
M,1.425,1.1125,0.4,24.28134675,11.77921725,5.74077375,7.93786,9.0,0.3888211782669493,62.44862190435878
I,1.075,0.8125,0.25,10.716111,5.1312595,2.22543575,2.9199985,9.0,0.12962137657633668,82.67240545535375
I,1.25,0.9375,0.2875,14.004653,5.9817445,2.67902775,4.252425,9.0,0.1984587644327048,70.56706737055609
I,1.4375,1.125,0.325,23.79940525,11.26892625,4.53592,6.520385,9.0,0.323056353928716,73.669516047505
M,1.575,1.2125,0.375,33.43823525,14.7133905,5.99591925,8.0796075,9.0,0.4329967569964799,77.2251401648993
M,1.4,1.125,0.3875,24.9192105,12.3887315,5.25883225,6.7188315,9.0,0.3851825758380845,64.69454244076462
I,1.4875,1.1375,0.375,30.71668325,14.0330025,5.71242425,9.922325,9.0,0.3810868471344298,80.6028428453333
M,1.4375,1.125,0.3125,22.0275615,9.8372765,4.9044635,6.23689,9.0,0.3106311095468423,70.91228413063472
M,1.6125,1.2125,0.4,35.42270025,18.15785475,7.3992195,9.4970825,9.0,0.4618632074629119,76.69521987815945
I,1.2125,0.9375,0.325,16.85377775,7.0590255,3.44446425,5.10291,9.0,0.22434469022827502,75.12447802018829
M,1.3,1.0,0.3125,18.7957185,7.9095105,3.8838815,5.0745605,9.0,0.2454369260617026,76.58064661091288
M,1.3125,1.0,0.35,19.17843675,8.6465975,4.53592,5.10291,9.0,0.2748893571891069,69.76784021800604
M,1.125,0.9125,0.3375,13.99047825,5.953395,2.9199985,4.252425,9.0,0.22071375770334972,63.387431737734715
I,1.05,0.8125,0.275,8.77417025,3.50116325,1.8994165,2.6932025,9.0,0.14258351423397037,61.53705985673877
M,1.1875,0.9125,0.3,15.5071765,6.406987,3.50116325,4.6776675,9.0,0.19619000684742197,79.0416227064002
I,1.0875,0.8375,0.275,11.77921725,5.4147545,2.45223175,2.778251,9.0,0.15149287465001016,77.75426585054382
I,1.3875,1.1,0.4,22.01338675,10.47514025,4.86193925,7.7961125,9.0,0.3801327110843651,57.90974075134102
M,1.525,1.0,0.375,27.839209,13.56523575,5.79747275,7.087375,9.0,0.2945243112740431,94.52261811452546
I,1.1875,0.9375,0.3,15.71979775,6.78970525,3.5436875,5.2446575,9.0,0.20708740636456155,75.90899913211766
F,1.5625,1.225,0.375,32.33260475,15.12445825,6.23689,8.164656,9.0,0.441970544605611,73.15556465160309
F,1.05,0.8125,0.25,8.674947,4.252425,1.7293195,2.551455,9.0,0.12962137657633668,66.92528060671494
I,1.425,1.075,0.3375,23.601925,10.90038275,4.479221,6.3786375,9.0,0.3063236914944594,77.04897027341713
M,1.5125,1.225,0.4,29.9087225,15.7339725,6.67630725,7.087375,9.0,0.47143524757931843,63.44184626324083
M,1.25,0.975,0.3125,18.6256215,8.3064035,3.8838815,4.40834725,9.0,0.233318477837406,79.8291745799051
M,1.4125,1.0875,0.3875,23.88445375,10.95708175,5.25883225,6.93145275,9.0,0.3599317180886989,66.35829116931032
I,1.125,0.8375,0.2625,13.70698325,6.293589,2.62232875,4.53592,9.0,0.1446068348931915,94.78793488650903
I,1.1,0.8625,0.3125,12.51630425,5.0745605,2.33883375,3.96893,9.0,0.18258206327808846,68.55166397663375
M,0.9125,0.675,0.225,6.1518415,2.7499015,1.74349425,2.324659,9.0,0.08051558359454154,76.40560032427135
M,1.5,1.1875,0.4125,32.78619675,16.6411565,5.82582225,8.2497045,9.0,0.456857828152041,71.76455065379518
M,1.175,0.925,0.3375,18.200379,8.0796075,4.32329875,4.1106775,9.0,0.22680212745046788,80.24783190790328
M,1.2625,0.975,0.325,16.40018575,7.9095105,3.27436725,5.5281525,9.0,0.24265121695090225,67.58748608838995
I,1.3125,1.025,0.325,20.00057225,9.128539,4.1106775,5.953395,9.0,0.26817665726131934,74.579840222674
I,1.025,0.7875,0.25,8.958442,3.55786225,1.80019325,2.6932025,9.0,0.12176739494236219,73.57012116618263
F,1.525,1.175,0.4375,34.68561325,15.15280775,8.0229085,9.7805775,9.0,0.47439889846151345,73.11486886349493
F,1.35,1.0375,0.3875,24.79163775,12.8990225,5.8683465,7.654365,9.0,0.32759540308006974,75.67761182515895
M,1.5125,1.1875,0.4,31.127751,17.73261225,6.67630725,8.164656,9.0,0.4430136515413732,70.26363835899303
F,1.575,1.2125,0.4125,37.1094955,15.97494325,7.38504475,9.7805775,9.0,0.47629643269612787,77.91260432066991
M,1.475,1.15,0.375,31.22697425,15.37960375,6.8322295,7.5126175,9.0,0.38950840165992195,80.17021999249232
M,1.4375,1.1,0.375,26.194938,11.509897,6.577084,8.0796075,9.0,0.3563744166415922,73.50398001870151
I,1.25,1.0,0.35,17.3215445,7.994559,4.01145425,5.8116475,9.0,0.2748893571891069,63.012786952256754
M,1.3,1.0125,0.3625,20.2131935,9.2135875,4.46504625,5.953395,9.0,0.29186899053021303,69.25433723973364
F,1.4375,1.1125,0.3625,26.32251075,11.9918385,5.23048275,7.654365,9.0,0.3523691928044228,74.70150991494285
M,1.45,1.1125,0.375,26.01066625,12.99824575,5.25883225,6.80388,9.0,0.3645198546252649,71.35596571753157
I,1.1,0.8625,0.275,12.54465375,4.9611625,2.3530085,3.685435,9.0,0.16067221568471785,78.07606123149499
F,1.3125,1.0,0.4,17.56251525,7.35669525,4.252425,5.2446575,9.0,0.3141592653589793,55.90322230328589
M,1.625,1.25,0.4375,35.50774875,17.860185,7.3425205,9.922325,9.0,0.5368932757599745,66.1355810421329
F,1.45,1.125,0.4125,24.7491135,12.82814875,6.25106475,6.80388,9.0,0.41003306460183186,60.3588238037168
M,1.5625,1.2,0.375,31.18445,15.5071765,6.5487345,8.00873375,9.0,0.4241150082346221,73.5282868904008
M,1.3875,1.0625,0.3125,23.45921125,9.128539,5.59902625,5.57067675,9.0,0.27707527981184393,84.66728343983145
I,1.3375,1.0375,0.45,22.92057075,11.04213025,5.08873525,6.80388,9.0,0.3804333713187907,60.248580902733984
M,1.625,1.2375,0.4,36.85435,17.7184375,7.35669525,8.6465975,9.0,0.4811054624661495,76.60347444629787
M,1.55,1.2,0.4,28.5479465,14.061352,6.5487345,8.83086925,9.0,0.45238934211693027,63.10481667497183
M,1.625,1.25,0.4625,44.43784125,20.45416425,9.695529,12.757275,9.0,0.5675728915176873,78.29450968169641
I,1.2625,0.975,0.3125,16.839603,7.01650125,3.72795925,4.9611625,9.0,0.233318477837406,72.17432222292788
M,1.5,1.175,0.375,35.81959325,17.57669,6.1518415,8.17883075,9.0,0.40662762725272583,88.0894234659012
M,1.5375,1.1875,0.375,32.601925,14.401546,6.36446275,8.0796075,9.0,0.4153252983200373,78.49732518551743
F,1.5125,1.175,0.4,32.13415825,14.81261375,7.7394135,8.9300925,9.0,0.43373613573624087,74.08688278981923
F,1.5625,1.2,0.45,38.82464025,18.9091165,7.144074,10.0640725,9.0,0.5089380098815465,76.28559764879085
M,1.35,1.0625,0.35,22.12678475,10.262519,4.89028875,5.5281525,9.0,0.3103243133892652,71.30213069139884
F,1.675,1.2625,0.4375,38.215126,17.70426275,8.60407325,10.8011595,9.0,0.5476848306027499,69.7757612858159
M,1.4125,1.1,0.3875,34.5013415,18.2287285,6.22271525,6.3786375,9.0,0.36825356386297864,93.68909057683257
M,1.375,1.0375,0.375,23.26076475,9.96484925,4.7343665,6.690482,9.0,0.31702780943232556,73.3713701383202
F,1.4,1.075,0.325,22.622901,10.6877615,4.32329875,6.56290925,9.0,0.2949783695872572,76.69342342509607
